raw_date,raw_merchant,raw_amount,true_category,true_date,true_amount
"Sep 06, 2023",Amazon.de Purchase,-135.70,Shopping,2023-09-06,135.7
27/06/2025,AIRBNB * 8301,169.15,Travel,2025-06-27,169.15
2023-12-14,tesco express,-114.03,Groceries,2023-12-14,114.03
2024-01-10,Starbucks Coffee #1096,-45.36,Dining & Takeaway,2024-01-10,45.36
"Mar 21, 2023",Nandos DUNDALK,-479.32,Dining & Takeaway,2023-03-21,479.32
2024-04-27,DUNNES STORES DUNDALK,-50.08,Groceries,2024-04-27,50.08
2024-09-15,youtube premium,-?9.70,Entertainment & Subscriptions,2024-09-15,9.7
2023-08-20,Marks & Spencer Food,-31.57,Groceries,2023-08-20,31.57
"Mar 14, 2024",PLAYSTATION NETWORK 3563,-?28.41,Entertainment & Subscriptions,2024-03-14,28.41
2024-10-04,SHELL PETROL 6742,-2.76,Transport,2024-10-04,2.76
2024-04-11,JUST EAT 3930,-?23.52,Dining & Takeaway,2024-04-11,23.52
2024-09-24,PENNEYS PRIMARK DUNDALK,72.53 EUR,Shopping,2024-09-24,72.53
"Mar 14, 2023",spar express galway,-?48.61,Groceries,2023-03-14,48.61
2023-04-01,  PENNEYS PRIMARK CORK   ,-?788.57,Shopping,2023-04-01,788.57
"May 19, 2023",Starbucks Coffee #7452,-12.42,Dining & Takeaway,2023-05-19,12.42
07/12/2023,Netflix.Com Monthly,-?12.17,Entertainment & Subscriptions,2023-12-07,12.17
07/04/2023,ODEON CINEMAS KILKENNY,35.37,Entertainment & Subscriptions,2023-04-07,35.37
2025.02.22,ALDI STORE 3338,-43.23,Groceries,2025-02-22,43.23
18/01/2023,Applegreen Motorway Services,-9.79,Transport,2023-01-18,9.79
2024-08-19,IRISH RAIL ONLINE,-2.40,Transport,2024-08-19,2.4
19/06/2023,Dominos Pizza GALWAY,?40.64,Dining & Takeaway,2023-06-19,40.64
2024-02-22,Audible UK Monthly,-4.99,Entertainment & Subscriptions,2024-02-22,4.99
"Feb 17, 2023",Lidl 1400 GALWAY,-61.07,Groceries,2023-02-17,61.07
2023-09-17,insomnia coffee co,-?10.68,Dining & Takeaway,2023-09-17,10.68
2023-04-20,  BOOTS PHARMACY GALWAY   ,121.44,Shopping,2023-04-20,121.44
2023.05.04,brown thomas dublin,185.82,Shopping,2023-05-04,185.82
28/07/2024,DELIVEROO.IE *9528,-?5.10,Dining & Takeaway,2024-07-28,5.1
22/02/2025,TESCO EXTRA DUNDALK,-?8.50,Groceries,2025-02-22,8.5
25/05/2025,Boojum Burrito DUBLIN,-?48.30,Dining & Takeaway,2025-05-25,48.3
2025.03.17,ZARA IRELAND DUBLIN,41.31,Shopping,2025-03-17,41.31
2024-07-09,Aldi Ireland Gmbh,-18.87,Groceries,2024-07-09,18.87
2025-01-23,JUST EAT 2677,30.43 EUR,Dining & Takeaway,2025-01-23,30.43
2025-04-10,Marks & Spencer Food,-42.74,Groceries,2025-04-10,42.74
2023-06-25,  SPAR EXPRESS KILKENNY   ,-72.21,Groceries,2023-06-25,72.21
14/05/2024,VIRGIN MEDIA IRELAND,-?150.35,Utilities & Bills,2024-05-14,150.35
2024-05-04,  Costa Coffee BRAY   ,64.29 EUR,Dining & Takeaway,2024-05-04,64.29
2025-03-24,holland & barrett bray,-?41.06,Health & Fitness,2025-03-24,41.06
2025-05-04,CIRCLE K KILKENNY,-9.25,Transport,2025-05-04,9.25
2023-07-24,LEAP CARD AUTO TOPUP,-?2.40,Transport,2023-07-24,2.4
2024-01-19,Boojum Burrito Limerick,-47.03,Dining & Takeaway,2024-01-19,47.03
2023-02-03,  SPAR EXPRESS BRAY   ,?14.65,Groceries,2023-02-03,14.65
2023-05-11,AER LINGUS DUBLIN,25.00,Travel,2023-05-11,25.0
"Mar 01, 2025",DUNNES STORES GALWAY,-45.96,Groceries,2025-03-01,45.96
20/02/2023,APPLE.COM/BILL,-33.25,Entertainment & Subscriptions,2023-02-20,33.25
2025-06-17,  McDonalds LIMERICK   ,-225.71,Dining & Takeaway,2025-06-17,225.71
2023-12-01,  Gourmet Burger Kitchen   ,?36.20,Dining & Takeaway,2023-12-01,36.2
2023-06-29,costa coffee kilkenny,?3.80,Dining & Takeaway,2023-06-29,3.8
23/08/2024,Boojum Burrito GALWAY,-3.80,Dining & Takeaway,2024-08-23,3.8
2025-05-08,THE LOCAL PUB & GRILL,-34.82,Dining & Takeaway,2025-05-08,34.82
2024-04-19,TESCO EXTRA DUBLIN,?112.03,Groceries,2024-04-19,112.03
12/12/2023,SPAR EXPRESS BRAY,81.42,Groceries,2023-12-12,81.42
"Sep 09, 2023",  Netflix.com monthly   ,-19.67,Entertainment & Subscriptions,2023-09-09,19.67
02/05/2024,DUNNES STORES KILKENNY,-?44.73,Groceries,2024-05-02,44.73
2023-12-12,APPLE.COM/BILL,-4.99,Entertainment & Subscriptions,2023-12-12,4.99
2024.02.27,free now taxi dublin,-24.41,Transport,2024-02-27,24.41
2024-08-23,boojum burrito dublin,?15.19,Dining & Takeaway,2024-08-23,15.19
2024.10.06,Steam Games Purchase,38.49,Entertainment & Subscriptions,2024-10-06,38.49
2024-01-23,dominos pizza cork,53.61,Dining & Takeaway,2024-01-23,53.61
2024-09-16,  DUNNES STORES CORK   ,-?60.38,Groceries,2024-09-16,60.38
2025-03-01,Aldi Store 4566,-62.89,Groceries,2025-03-01,62.89
2023-05-12,AMZN Mktp UK*6226,-?10.00,Shopping,2023-05-12,10.0
2024-11-22,Dentist Clinic Dublin,?12.00,Health & Fitness,2024-11-22,12.0
2023-01-05,VODAFONE BILL PAY,35.00,Utilities & Bills,2023-01-05,35.0
2023-10-21,Applegreen Motorway Services,-2.40,Transport,2023-10-21,2.4
2024.01.16,TFI Leap Card Topup,3.99,Transport,2024-01-16,3.99
2023-08-09,LIDL IRELAND,-?48.23,Groceries,2023-08-09,48.23
"May 01, 2024",Zara Ireland Galway,-51.00,Shopping,2024-05-01,51.0
2023-06-13,Sky Ireland TV & Broadband,-189.03,Utilities & Bills,2023-06-13,189.03
2023-12-16,Marks & Spencer Food,-123.65,Groceries,2023-12-16,123.65
2023-07-18,IRISH RAIL ONLINE,-?19.23,Transport,2023-07-18,19.23
03/06/2025,Audible UK Monthly,-29.69,Entertainment & Subscriptions,2025-06-03,29.69
2023.08.10,Uber *Trip 2002,-?12.24,Transport,2023-08-10,12.24
31/08/2023,SuperValu GALWAY,-8.50,Groceries,2023-08-31,8.5
2024-04-01,ODEON CINEMAS CORK,-?22.66,Entertainment & Subscriptions,2024-04-01,22.66
2024-11-21,,-70.41,Shopping,2024-11-21,70.41
2025-06-02,APPLE.COM/BILL,-4.99,Entertainment & Subscriptions,2025-06-02,4.99
"Sep 09, 2023",SPAR EXPRESS LIMERICK,,Groceries,2023-09-09,15.69
26/09/2024,  Tesco Express   ,?35.68,Groceries,2024-09-26,35.68
2025-05-19,Nandos LIMERICK,-5.24,Dining & Takeaway,2025-05-19,5.24
01/12/2023,UBER *TRIP 4889,-14.65,Transport,2023-12-01,14.65
14/03/2024,leap card auto topup,-34.06,Transport,2024-03-14,34.06
2024-01-01,UBER *TRIP 9422,-?23.29,Transport,2024-01-01,23.29
"Jan 10, 2024",Insomnia Coffee Co,39.93,Dining & Takeaway,2024-01-10,39.93
2024-12-14,,-8.68,Dining & Takeaway,2024-12-14,8.68
2024-02-01,  FREE NOW TAXI DUBLIN   ,-19.16,Transport,2024-02-01,19.16
2023-11-19,Costa Coffee Limerick,5.63 EUR,Dining & Takeaway,2023-11-19,5.63
2023-10-28,Insomnia Coffee Co,-10.88,Dining & Takeaway,2023-10-28,10.88
2025-03-31,Apple Store Retail,-?10.00,Shopping,2025-03-31,10.0
2023-06-23,  Tesco Store #6139   ,-75.81,Groceries,2023-06-23,75.81
2025-05-01,PLAYSTATION NETWORK 9643,-?4.99,Entertainment & Subscriptions,2025-05-01,4.99
15/02/2023,Lidl Ireland,?29.16,Groceries,2023-02-15,29.16
2024-11-03,  DUNNES STORES DUNDALK   ,21.14 EUR,Groceries,2024-11-03,21.14
13/04/2025,  Costa Coffee GALWAY   ,-38.61,Dining & Takeaway,2025-04-13,38.61
2024-06-20,YOUTUBE PREMIUM,-9.89,Entertainment & Subscriptions,2024-06-20,9.89
2023.06.06,DUNNES STORES BRAY,106.29 EUR,Groceries,2023-06-06,106.29
20/01/2023,lidl ireland,124.05,Groceries,2023-01-20,124.05
2023-03-07,  FREE NOW TAXI DUBLIN   ,,Transport,2023-03-07,16.35
21/09/2023,Gourmet Burger Kitchen,-3.80,Dining & Takeaway,2023-09-21,3.8
2023-11-02,,-?8.50,Groceries,2023-11-02,8.5
2024-09-24,costa coffee dublin,-?61.35,Dining & Takeaway,2024-09-24,61.35
03/07/2024,Lidl 2433 DUBLIN,31.87,Groceries,2024-07-03,31.87
07/03/2024,insomnia coffee co,?4.14,Dining & Takeaway,2024-03-07,4.14
"Nov 16, 2023",deliveroo.ie *7708,-?25.22,Dining & Takeaway,2023-11-16,25.22
2023.09.06,McDonalds BRAY,23.12 EUR,Dining & Takeaway,2023-09-06,23.12
02/03/2024,applegreen motorway services,?10.78,Transport,2024-03-02,10.78
2024-08-22,Lidl Ireland,-?14.42,Groceries,2024-08-22,14.42
2024-08-31,Starbucks Coffee #1405,30.84 EUR,Dining & Takeaway,2024-08-31,30.84
"Mar 21, 2024",FLYEfit Gym Monthly DD,-?22.00,Health & Fitness,2024-03-21,22.0
17/08/2023,Starbucks Coffee #9124,-3.80,Dining & Takeaway,2023-08-17,3.8
28/04/2025,THE LOCAL PUB & GRILL,-?29.81,Dining & Takeaway,2025-04-28,29.81
"Mar 01, 2025",boojum burrito limerick,-24.87,Dining & Takeaway,2025-03-01,24.87
2023-11-22,booking.com hotel,-?319.66,Travel,2023-11-22,319.66
2023-07-27,Amazon.de Purchase,113.62,Shopping,2023-07-27,113.62
2025-03-11,marks & spencer food,-41.85,Groceries,2025-03-11,41.85
2024-06-24,CIRCLE K GALWAY,-2.40,Transport,2024-06-24,2.4
2023-10-20,Applegreen Motorway Services,-32.07,Transport,2023-10-20,32.07
2023-05-04,Insomnia Coffee Co,?19.41,Dining & Takeaway,2023-05-04,19.41
2024-04-25,Netflix.com monthly,34.72,Entertainment & Subscriptions,2024-04-25,34.72
2024-06-16,  TESCO EXTRA GALWAY   ,?73.25,Groceries,2024-06-16,73.25
2024-09-19,Irish Water Direct Debit,,Utilities & Bills,2024-09-19,122.36
2023-01-10,  Gourmet Burger Kitchen   ,15.30 EUR,Dining & Takeaway,2023-01-10,15.3
2024-04-15,Costa Coffee KILKENNY,?30.24,Dining & Takeaway,2024-04-15,30.24
"Dec 21, 2024",Costa Coffee GALWAY,?52.21,Dining & Takeaway,2024-12-21,52.21
15/02/2023,  Gourmet Burger Kitchen   ,-16.42,Dining & Takeaway,2023-02-15,16.42
2025-04-24,  Irish Water Direct Debit   ,-176.56,Utilities & Bills,2025-04-24,176.56
2024-08-21,  Nandos DUNDALK   ,45.47,Dining & Takeaway,2024-08-21,45.47
"Mar 09, 2024",Netflix.com monthly,-?14.01,Entertainment & Subscriptions,2024-03-09,14.01
18/03/2023,shell petrol 3933,-11.13,Transport,2023-03-18,11.13
2024-09-07,TESCO EXTRA CORK,-?22.30,Groceries,2024-09-07,22.3
2024-10-14,UBER *TRIP 8356,-34.01,Transport,2024-10-14,34.01
2023-04-27,  Decathlon Sports Ireland   ,30.72,Shopping,2023-04-27,30.72
26/08/2024,lidl 3314 dublin,-36.65,Groceries,2024-08-26,36.65
14/09/2023,  McDonalds CORK   ,?26.25,Dining & Takeaway,2023-09-14,26.25
06/06/2025,Applegreen Motorway Services,-41.43,Transport,2025-06-06,41.43
21/05/2023,  Holland & Barrett LIMERICK   ,-?79.05,Health & Fitness,2023-05-21,79.05
"Dec 01, 2023",amzn prime member,-9.07,Entertainment & Subscriptions,2023-12-01,9.07
2023-06-29,SuperValu BRAY,-8.50,Groceries,2023-06-29,8.5
2024-09-28,,?8.50,Groceries,2024-09-28,8.5
"Oct 09, 2024",JUST EAT 7126,43.90 EUR,Dining & Takeaway,2024-10-09,43.9
2023-09-13,SHELL PETROL 5245,25.60,Transport,2023-09-13,25.6
2023-07-13,SuperValu GALWAY,?69.75,Groceries,2023-07-13,69.75
2024-01-05,DUBLIN BUS 1994,-2.40,Transport,2024-01-05,2.4
2023-04-09,Nandos GALWAY,-?8.17,Dining & Takeaway,2023-04-09,8.17
2024-12-21,  THE LOCAL PUB & GRILL   ,-12.72,Dining & Takeaway,2024-12-21,12.72
06/12/2023,Tesco Store #3134,-?96.45,Groceries,2023-12-06,96.45
29/11/2024,electric ireland dd,35.23,Utilities & Bills,2024-11-29,35.23
2024.06.19,boojum burrito cork,-42.11,Dining & Takeaway,2024-06-19,42.11
2023-09-24,Boots Healthcare DUBLIN,-?46.36,Health & Fitness,2023-09-24,46.36
2024-11-09,YOUTUBE PREMIUM,-?77.11,Entertainment & Subscriptions,2024-11-09,77.11
2024-01-02,  Sky Ireland TV & Broadband   ,?51.93,Utilities & Bills,2024-01-02,51.93
2023-04-06,DUNNES STORES BRAY,41.03,Groceries,2023-04-06,41.03
"Jun 08, 2024",DUNNES STORES KILKENNY,33.10,Groceries,2024-06-08,33.1
"Oct 08, 2023",the local pub & grill,-?44.05,Dining & Takeaway,2023-10-08,44.05
15/06/2024,Audible UK Monthly,?16.11,Entertainment & Subscriptions,2024-06-15,16.11
24/06/2025,Netflix.com monthly,-15.96,Entertainment & Subscriptions,2025-06-24,15.96
10/08/2024,THE LOCAL PUB & GRILL,-?37.89,Dining & Takeaway,2024-08-10,37.89
2024-11-10,CIRCLE K LIMERICK,-9.18,Transport,2024-11-10,9.18
17/06/2023,FREE NOW TAXI DUBLIN,-?28.86,Transport,2023-06-17,28.86
2024-05-22,Tesco Store #5680,-?89.28,Groceries,2024-05-22,89.28
13/02/2024,  LIDL IRELAND   ,-21.73,Groceries,2024-02-13,21.73
2024-11-06,IRISH RAIL ONLINE,-?7.41,Transport,2024-11-06,7.41
2024-08-14,Tesco Store #9633,-67.22,Groceries,2024-08-14,67.22
2023.12.20,  IRISH RAIL ONLINE   ,-?48.18,Transport,2023-12-20,48.18
2024-09-10,starbucks coffee #6099,?24.78,Dining & Takeaway,2024-09-10,24.78
11/04/2023,Tesco Express,-38.70,Groceries,2023-04-11,38.7
2024-01-14,  TESCO EXTRA GALWAY   ,51.74 EUR,Groceries,2024-01-14,51.74
2024.11.23,Council Tax Payment,-35.00,Utilities & Bills,2024-11-23,35.0
13/05/2025,SHELL PETROL 3978,-?38.40,Transport,2025-05-13,38.4
2023-02-04,TESCO EXTRA CORK,-78.34,Groceries,2023-02-04,78.34
2024.05.19,Starbucks Coffee #9892,-26.74,Dining & Takeaway,2024-05-19,26.74
2025-01-25,Lidl 1817 CORK,?58.31,Groceries,2025-01-25,58.31
07/02/2025,Lidl 6518 SWORDS,-30.94,Groceries,2025-02-07,30.94
2024.05.22,nandos dundalk,-24.09,Dining & Takeaway,2024-05-22,24.09
"Apr 17, 2024",ALDI IRELAND GMBH,26.69 EUR,Groceries,2024-04-17,26.69
2024-01-16,TESCO EXTRA LIMERICK,62.29,Groceries,2024-01-16,62.29
2025-04-16,ALDI STORE 7352,-42.15,Groceries,2025-04-16,42.15
2025-03-26,  Amazon.de Purchase   ,130.69,Shopping,2025-03-26,130.69
2023-07-16,VIRGIN MEDIA IRELAND,-52.10,Utilities & Bills,2023-07-16,52.1
2023-04-24,ALDI STORE 9278,-?23.88,Groceries,2023-04-24,23.88
"Jun 22, 2024",  TESCO EXTRA LIMERICK   ,-?53.60,Groceries,2024-06-22,53.6
2024-05-02,JUST EAT 6706,-35.92,Dining & Takeaway,2024-05-02,35.92
2023-12-04,BOOTS PHARMACY LIMERICK,-?50.42,Shopping,2023-12-04,50.42
2023-08-07,THE LOCAL PUB & GRILL,-42.75,Dining & Takeaway,2023-08-07,42.75
04/02/2025,Marks & Spencer Food,-?36.44,Groceries,2025-02-04,36.44
2023-03-18,  Gym Plus Membership   ,64.28 EUR,Health & Fitness,2023-03-18,64.28
2023-09-21,  APPLE.COM/BILL   ,?10.46,Entertainment & Subscriptions,2023-09-21,10.46
2023.02.16,Applegreen Motorway Services,14.25,Transport,2023-02-16,14.25
2025-03-31,marks & spencer food,-42.11,Groceries,2025-03-31,42.11
2025-06-29,Tesco Express,-16.70,Groceries,2025-06-29,16.7
2025-04-11,Applegreen Motorway Services,-?27.35,Transport,2025-04-11,27.35
02/03/2025,  FREE NOW TAXI DUBLIN   ,-?19.23,Transport,2025-03-02,19.23
2024-09-20,Applegreen Motorway Services,-59.63,Transport,2024-09-20,59.63
2024-02-10,Starbucks Coffee #5152,?25.82,Dining & Takeaway,2024-02-10,25.82
2024-05-06,Insomnia Coffee Co,?45.94,Dining & Takeaway,2024-05-06,45.94
03/09/2023,Lidl 5105 KILKENNY,-107.64,Groceries,2023-09-03,107.64
13/03/2023,ALDI STORE 8218,-44.47,Groceries,2023-03-13,44.47
"Apr 18, 2024",Marks & Spencer Food,-?87.89,Groceries,2024-04-18,87.89
2025-03-23,Dunnes Stores Limerick,-8.50,Groceries,2025-03-23,8.5
2024-01-01,TK MAXX SWORDS,-91.15,Shopping,2024-01-01,91.15
2023-05-19,circle k cork,21.55 EUR,Transport,2023-05-19,21.55
"Mar 16, 2025",Nandos GALWAY,-5.26,Dining & Takeaway,2025-03-16,5.26
2023-08-13,tesco extra bray,-57.42,Groceries,2023-08-13,57.42
2024-02-10,Irish Water Direct Debit,-119.42,Utilities & Bills,2024-02-10,119.42
04/12/2023,Tesco Express,-61.54,Groceries,2023-12-04,61.54
2025-03-22,Insomnia Coffee Co,-49.00,Dining & Takeaway,2025-03-22,49.0
2024-07-20,Boots Healthcare CORK,-42.03,Health & Fitness,2024-07-20,42.03
2023-03-06,  CIRCLE K DUBLIN   ,-?32.14,Transport,2023-03-06,32.14
2023.12.09,YOUTUBE PREMIUM,-?12.30,Entertainment & Subscriptions,2023-12-09,12.3
2023-02-07,LIDL IRELAND,36.78,Groceries,2023-02-07,36.78
2024-12-15,IRISH RAIL ONLINE,-?2.40,Transport,2024-12-15,2.4
27/06/2024,SPAR EXPRESS DUBLIN,-33.87,Groceries,2024-06-27,33.87
2024.06.23,Marks & Spencer Food,?8.50,Groceries,2024-06-23,8.5
2024-09-22,  Applegreen Motorway Services   ,-32.39,Transport,2024-09-22,32.39
2024-07-07,Puregym Direct Debit,-39.32,Health & Fitness,2024-07-07,39.32
2025-03-14,Boojum Burrito LIMERICK,-?9.77,Dining & Takeaway,2025-03-14,9.77
20/06/2025,DAA DUTY FREE,-360.96,Travel,2025-06-20,360.96
2024-07-30,Applegreen Motorway Services,?8.40,Transport,2024-07-30,8.4
2025.02.16,TESCO EXTRA SWORDS,?21.02,Groceries,2025-02-16,21.02
2023-01-05,tfi leap card topup,-?16.23,Transport,2023-01-05,16.23
2025-05-16,  Gourmet Burger Kitchen   ,-?19.11,Dining & Takeaway,2025-05-16,19.11
01/09/2024,DART TICKET MACHINE,-46.92,Transport,2024-09-01,46.92
"Apr 21, 2025",dunnes stores galway,-?38.36,Groceries,2025-04-21,38.36
2024.09.30,DUBLIN BUS 2717,-?16.70,Transport,2024-09-30,16.7
2024-11-20,Boots Healthcare LIMERICK,-43.78,Health & Fitness,2024-11-20,43.78
01/07/2024,steam games purchase,9.58 EUR,Entertainment & Subscriptions,2024-07-01,9.58
2023-12-02,YOUTUBE PREMIUM,-22.14,Entertainment & Subscriptions,2023-12-02,22.14
2023-05-24,Nandos CORK,-36.35,Dining & Takeaway,2023-05-24,36.35
2024-08-16,Netflix.com monthly,-4.99,Entertainment & Subscriptions,2024-08-16,4.99
04/12/2023,Aldi Store 5320,148.22,Groceries,2023-12-04,148.22
2023-03-23,DELIVEROO.IE *2871,?34.43,Dining & Takeaway,2023-03-23,34.43
2024.05.29,lidl ireland,-120.75,Groceries,2024-05-29,120.75
31/10/2023,Costa Coffee SWORDS,7.33,Dining & Takeaway,2023-10-31,7.33
2024-07-20,  Tesco Express   ,?91.49,Groceries,2024-07-20,91.49
"Feb 27, 2024",spar express dundalk,-?72.63,Groceries,2024-02-27,72.63
2024-01-18,PLAYSTATION NETWORK 3125,-10.96,Entertainment & Subscriptions,2024-01-18,10.96
2024-05-27,Shell Petrol 2284,-17.05,Transport,2024-05-27,17.05
2024-01-27,Costa Coffee GALWAY,-46.26,Dining & Takeaway,2024-01-27,46.26
13/02/2023,audible uk monthly,-?20.69,Entertainment & Subscriptions,2023-02-13,20.69
2024-06-24,Marks & Spencer Food,-30.88,Groceries,2024-06-24,30.88
20/06/2023,LIDL IRELAND,-?79.31,Groceries,2023-06-20,79.31
2024-07-27,ALDI STORE 5028,-64.51,Groceries,2024-07-27,64.51
"Sep 19, 2023",Nandos DUNDALK,?3.80,Dining & Takeaway,2023-09-19,3.8
2023-04-11,Tesco Store #7737,?50.48,Groceries,2023-04-11,50.48
"Sep 20, 2023",,-60.03,Groceries,2023-09-20,60.03
23/10/2023,Marks & Spencer Food,-?35.19,Groceries,2023-10-23,35.19
"Feb 19, 2025",DUNNES STORES BRAY,-?35.32,Groceries,2025-02-19,35.32
2023.12.24,APPLE.COM/BILL,-5.98,Entertainment & Subscriptions,2023-12-24,5.98
2025-04-21,ODEON CINEMAS DUNDALK,-13.75,Entertainment & Subscriptions,2025-04-21,13.75
2023-05-25,Tesco Store #1420,-67.30,Groceries,2023-05-25,67.3
2024-12-02,AMZN Mktp UK*3523,-94.48,Shopping,2024-12-02,94.48
30/06/2024,Tesco Express,75.25 EUR,Groceries,2024-06-30,75.25
2025-01-21,Boots Healthcare CORK,-?12.26,Health & Fitness,2025-01-21,12.26
"Jul 08, 2024",deliveroo.ie *7946,?55.04,Dining & Takeaway,2024-07-08,55.04
2024-10-18,  LEAP CARD AUTO TOPUP   ,-?21.43,Transport,2024-10-18,21.43
"Oct 12, 2023",,90.50,Groceries,2023-10-12,90.5
2025-03-17,  APPLE.COM/BILL   ,-25.53,Entertainment & Subscriptions,2025-03-17,25.53
2025.01.07,  Nandos KILKENNY   ,-36.22,Dining & Takeaway,2025-01-07,36.22
2023.02.08,SPOTIFY AB 3078 EUR,-?11.80,Entertainment & Subscriptions,2023-02-08,11.8
2024-09-17,FLYEfit Gym Monthly DD,-?40.32,Health & Fitness,2024-09-17,40.32
"Dec 18, 2024",LEAP CARD AUTO TOPUP,-?5.80,Transport,2024-12-18,5.8
2023-06-28,LIDL IRELAND,-8.50,Groceries,2023-06-28,8.5
"Jun 21, 2025",Marks & Spencer Food,?71.21,Groceries,2025-06-21,71.21
2025-06-21,TFI Leap Card Topup,?38.99,Transport,2025-06-21,38.99
"Mar 12, 2024",just eat 6694,-44.06,Dining & Takeaway,2024-03-12,44.06
2025-03-17,Costa Coffee GALWAY,-?15.74,Dining & Takeaway,2025-03-17,15.74
2023-03-06,spotify ab 6496 eur,-?32.55,Entertainment & Subscriptions,2023-03-06,32.55
2024-01-20,McDonalds SWORDS,,Dining & Takeaway,2024-01-20,32.99
2024-04-22,Lidl 3074 KILKENNY,-83.41,Groceries,2024-04-22,83.41
2025-06-06,  TESCO EXTRA DUBLIN   ,-41.46,Groceries,2025-06-06,41.46
2023-05-03,LIDL IRELAND,30.63,Groceries,2023-05-03,30.63
2024-11-14,dunnes stores limerick,-62.04,Groceries,2024-11-14,62.04
2024-08-09,insomnia coffee co,-33.25,Dining & Takeaway,2024-08-09,33.25
"Nov 26, 2024",ALDI STORE 7437,8.50,Groceries,2024-11-26,8.5
2023-01-05,DUNNES STORES BRAY,?81.36,Groceries,2023-01-05,81.36
"Aug 01, 2023",  Audible UK Monthly   ,8.11 EUR,Entertainment & Subscriptions,2023-08-01,8.11
2023-12-28,Gym Plus Membership,-63.51,Health & Fitness,2023-12-28,63.51
2024-04-23,  AMZN PRIME MEMBER   ,4.99,Entertainment & Subscriptions,2024-04-23,4.99
09/01/2024,DELIVEROO.IE *5045,-?72.47,Dining & Takeaway,2024-01-09,72.47
2025-02-05,Decathlon Sports Ireland,-27.62,Shopping,2025-02-05,27.62
26/01/2023,Irish Water Direct Debit,?141.76,Utilities & Bills,2023-01-26,141.76
13/08/2023,PLAYSTATION NETWORK 6772,-?17.81,Entertainment & Subscriptions,2023-08-13,17.81
16/05/2023,Dentist Clinic Dublin,33.81,Health & Fitness,2023-05-16,33.81
19/12/2023,ALDI STORE 8688,81.96,Groceries,2023-12-19,81.96
2023-09-28,deliveroo.ie *1907,-?17.03,Dining & Takeaway,2023-09-28,17.03
2023-01-30,ZARA IRELAND SWORDS,?18.98,Shopping,2023-01-30,18.98
2024-04-04,JUST EAT 5186,29.30,Dining & Takeaway,2024-04-04,29.3
2023-05-06,VODAFONE BILL PAY,54.31,Utilities & Bills,2023-05-06,54.31
2024-03-06,Starbucks Coffee #3298,-?33.85,Dining & Takeaway,2024-03-06,33.85
01/01/2025,,-?16.08,Dining & Takeaway,2025-01-01,16.08
10/09/2023,LEAP CARD AUTO TOPUP,-27.95,Transport,2023-09-10,27.95
2025.03.30,just eat 9265,-4.47,Dining & Takeaway,2025-03-30,4.47
19/10/2024,YOUTUBE PREMIUM,-18.87,Entertainment & Subscriptions,2024-10-19,18.87
29/04/2023,tesco store #3906,?122.32,Groceries,2023-04-29,122.32
2023.12.24,  Marks & Spencer Food   ,?36.42,Groceries,2023-12-24,36.42
18/06/2025,boots pharmacy kilkenny,-10.00,Shopping,2025-06-18,10.0
2025-02-22,DUBLIN BUS 4002,20.40,Transport,2025-02-22,20.4
2023-12-18,dublin bus 1864,2.40,Transport,2023-12-18,2.4
2024-08-19,THE LOCAL PUB & GRILL,-32.34,Dining & Takeaway,2024-08-19,32.34
22/03/2023,IRISH RAIL ONLINE,-?15.42,Transport,2023-03-22,15.42
29/08/2024,McDonalds LIMERICK,4.01,Dining & Takeaway,2024-08-29,4.01
02/06/2023,Gourmet Burger Kitchen,-?27.00,Dining & Takeaway,2023-06-02,27.0
20/03/2025,Marks & Spencer Food,46.75,Groceries,2025-03-20,46.75
2024-09-19,  UBER *TRIP 8722   ,-2.40,Transport,2024-09-19,2.4
2023-11-18,  DUNNES STORES SWORDS   ,?28.00,Groceries,2023-11-18,28.0
"Mar 31, 2024",TK MAXX GALWAY,-49.97,Shopping,2024-03-31,49.97
"Jul 01, 2023",dunnes stores cork,?46.95,Groceries,2023-07-01,46.95
"Apr 21, 2023",Gym Plus Membership,-21.45,Health & Fitness,2023-04-21,21.45
2023-02-17,Tesco Express,-23.61,Groceries,2023-02-17,23.61
2024-01-25,,-93.37,Groceries,2024-01-25,93.37
"Sep 06, 2024",Nandos BRAY,-6.39,Dining & Takeaway,2024-09-06,6.39
2023-05-02,Dublin Bus 8415,-?6.25,Transport,2023-05-02,6.25
2024-09-25,Lidl 7122 LIMERICK,-47.78,Groceries,2024-09-25,47.78
2025-04-14,RYANAIR *9247 AIRLINE,-25.00,Travel,2025-04-14,25.0
03/11/2023,ALDI IRELAND GMBH,64.09,Groceries,2023-11-03,64.09
2023.01.01,Dominos Pizza GALWAY,-33.60,Dining & Takeaway,2023-01-01,33.6
2023-11-26,UBER *TRIP 9543,-?21.90,Transport,2023-11-26,21.9
17/02/2025,tesco store #9819,41.99,Groceries,2025-02-17,41.99
07/05/2023,tesco express,-100.61,Groceries,2023-05-07,100.61
09/11/2023,Amzn Mktp Uk*1886,-81.99,Shopping,2023-11-09,81.99
2023.06.02,Boots Healthcare LIMERICK,-33.27,Health & Fitness,2023-06-02,33.27
2023-07-07,IKEA DUBLIN STORE,78.48 EUR,Shopping,2023-07-07,78.48
2023.10.13,Council Tax Payment,-124.52,Utilities & Bills,2023-10-13,124.52
19/06/2024,FREE NOW TAXI DUBLIN,-?50.90,Transport,2024-06-19,50.9
